name,location,given_by,dialogue,requirements,objectives,rewards,previous,leads_to
Connections Up North,,Skier,,Unlocks 18-24 hours after completion of Silent Caliber and Hunting Trip,Eliminate 50 PMC operatives from over 40 meters away while using a bolt-action rifle with night or thermal scope,"+21,000 EXP | Skier Rep +0.03 | 1× Sako TRG M10 .338 LM bolt-action sniper rifle | 2× Sako TRG M10 .338 LM 8-round magazine | 1× .338 Lapua Magnum FMJ ammo pack (20 pcs) | Unlocks purchase of Sako TRG M10 .338 LM bolt-action sniper rifle at Skier LL4",Silent Caliber | Hunting Trip,
Private Club,Customs,Skier,,,Locate and obtain Skier's wallet on Customs | Hand over the found item,"+11,000 EXP | Skier Rep +0.02 | 100,000 Roubles 105,000 Roubles with Intelligence center Level 1 115,000 Roubles with Intelligence center Level 2 | 3× Walker's XCEL 500BT Digital headset | Unlocks barter for Saiga-12K 12ga automatic shotgun at Skier LL4",Chumming,
The Higher They Fly,Woods,Skier,,,Eliminate 2 PMC operatives on Woods,"+8,000 EXP | Skier Rep +0.02 | 550 Euros 578 Euros with Intelligence Center Level 1 632 Euros with Intelligence Center Level 2 | 1× Ammunition case",Swift Retribution | Inevitable Response,Route Deviation
Route Deviation,Streets of Tarkov,Skier,,Unlocks 6 hours after completion of The Higher They Fly,Mark the Collapsed Crane BTR stop with an MS2000 Marker on Streets of Tarkov | Mark the Old Scav Checkpoint BTR stop with an MS2000 Marker on Streets of Tarkov | Mark the Pinewood Hotel BTR stop with an MS2000 Marker on Streets of Tarkov | Mark the City Center BTR stop with an MS2000 Marker on Streets of Tarkov | Mark the Tram BTR stop with an MS2000 Marker on Streets of Tarkov | Mark the Rodina Cinema BTR stop with an MS2000 Marker on Streets of Tarkov,"+17,900 EXP | Skier Rep +0.02 | 1,100 Euros | 1× Desert Tech MDR 5.56x45 assault rifle | 3× AR-15 5.56x45 Magpul PMAG 40 GEN M3 STANAG 40-round magazine | 3× 5.56x45mm M855A1 ammo pack (50 pcs)",The Higher They Fly,Hindsight 20/20
Hindsight 20/20,Woods,Skier,,Unlocks 6 hours after completion of Route Deviation,Locate the bunker under the mountain on Woods | Stash the first Russian armor-piercing ammo pack inside the bunker | Stash the second Russian armor-piercing ammo pack inside the bunker | Stash the third Russian armor-piercing ammo pack inside the bunker,"+21,800 EXP | Skier Rep +0.02 | 1,600 Euros 1,680 Euros with Intelligence Center Level 1 1,840 Euros with Intelligence Center Level 2 | 2× Peltor ComTac VI headset (Coyote Brown)",Route Deviation,Key Partner
Key Partner,,Skier,,Unlocks 6 hours after completion of Hindsight 20/20,Sell any 75 items to Peacekeeper,"+14,600 EXP | Skier Rep +0.02 | 900 Euros 945 Euros with Intelligence Center Level 1 1,035 Euros with Intelligence Center Level 2 | 2× Intelligence folder",Hindsight 20/20,Killer Argument
Killer Argument,Woods,Skier,,Unlocks 6 hours after completion of Key Partner,Locate and obtain the package with RPG ammo on Woods | Hand over the package,"+22,500 EXP | Skier Rep +0.02 | 1,800 Euros 1,890 Euros with Intelligence Center Level 1 2,070 Euros with Intelligence Center Level 2 | 1× SIG MCX-SPEAR 6.8x51 assault rifle | 80× 6.8x51mm SIG FMJ | 3× AR-10 7.62x51 Lancer L7AWM 20-round magazine",Key Partner,Discombobulate
Choose Your Friends Wisely,"Customs , Reserve , Woods , Lighthouse",Skier,,,Use the transit from Customs to Reserve | Use the transit from Reserve to Woods | Use the transit from Woods to Lighthouse | Survive and extract from Lighthouse | Eliminate 5 PMC operatives while completing the other objectives,"+85,200 EXP | Skier Rep +0.02 | 5,000 Euros 5,250 Euros with Intelligence Center Level 1 5,750 Euros with Intelligence Center Level 2 | 1× T H I C C Weapon case | Unlocks achievement All-Wheel Drive",Discombobulate,
Indisputable Authority,The Labyrinth,Skier,,,"Locate and neutralize the "" Minotaur "" inside The Labyrinth | Eliminate 6 of ""Minotaur's"" guards inside The Labyrinth","+25,500 EXP | Skier Rep +0.03 | 3,000 Euros 3,150 Euros with Intelligence Center Level 1 3,450 Euros with Intelligence Center Level 2 | 8× 7.62x39mm MAI AP ammo pack (20 pcs) | 8× 7.62x39mm BP gzh ammo pack (20 pcs) | 1× Tark Souls poster",Offensive Reconnaissance,
Profitable Venture,,Skier,,Must be level 61 to start this quest.,Hand over 15 Trijicon REAP-IR thermal scopes,+1 Stress Resistance skill level | +1 Perception skill level | +1 Attention skill level | +1 Aim Drills skill level | +1 Covert Movement skill level,,Safety Guarantee
Safety Guarantee,,Skier,,,Hand over 15 BNTI Zhuk body armors (EMR) | Hand over 12 Vulkan-5 LShZ-5 bulletproof helmets | Hand over 3 Maska-1SCh face shields (Killa Edition),+1 Light Vests skill level | +1 Heavy Vests skill level | +1 Weapon Maintenance skill level | +1 Troubleshooting skill level,Profitable Venture,Never Too Late To Learn
Never Too Late To Learn,,Skier,,,"Hand over the item: 15 HK 416A5 5.56x45 assault rifle | Hand over the item: 4,500 5.56x45mm MK 318 Mod 0 (SOST) | Hand over the item: 8 UVSR Taiga-1 survival machete",+1 Troubleshooting skill level | +1 Mag Drills skill level | +1 Crafting skill level | +1 Hideout Management skill level,Safety Guarantee,Get a Foothold
Get a Foothold,,Skier,,,Hand over the item: 30 SJ6 TGLabs combat stimulant injector | Hand over the item: 30 Obdolbos 2 cocktail injector | Hand over the item: 30 Propital regenerative stimulant injector | Hand over the item: 30 M.U.L.E. stimulant injector | Hand over the item: 30 ETG-change regenerative stimulant injector | Hand over the item: 30 SJ9 TGLabs combat stimulant injector | Hand over the item: 30 SJ12 TGLabs combat stimulant injector | Hand over the item: 30 Meldonin injector,+1 Stress Resistance skill level | +1 Vitality skill level | +1 Surgery skill level | +1 Health skill level | +1 Immunity skill level,Never Too Late To Learn,Profit Retention
Profit Retention,,Skier,,,Hand over the item: 30 Graphics card | Hand over the item: 15 Physical Bitcoin,+1 Crafting skill level | +1 Hideout Management skill level | +1 Perception skill level | +1 Attention skill level | +1 Search skill level,Get a Foothold,A Life Lesson
A Life Lesson,,Skier,,,Hand over the item: 8 Bottle of Tarkovskaya vodka | Hand over the item: 15 Bottle of Dan Jackiel whiskey | Hand over the item: 15 Bottle of Fierce Hatchling moonshine,+1 Endurance skill level | +1 Strength skill level | +1 Metabolism skill level | +1 Charisma skill level | +1 Intellect skill level,Profit Retention,Consolation Prize
Consolation Prize,The Lab,Skier,,,Survive and extract from The Lab 15 times | Eliminate 100 Raiders in The Lab,+1 Aim Drills skill level | +1 Assault Rifles skill level | +1 Sniping skill level | +1 Weapon Maintenance skill level | +1 Troubleshooting skill level | +1 DMRs skill level | +1 Heavy Machine Guns skill level | +1 Light Machine Guns skill level | +1 Melee skill level | +1 Pistols skill level | +1 Revolvers skill level | +1 Grenade Launchers skill level | +1 Shotguns skill level | +1 Submachine Guns skill level | +1 Throwables skill level | +1 Underbarrel Launchers skill level | Unlocks achievement All on Red | +1 weekly operational task with skill reward,A Life Lesson,
Fair Price - Part 1,,Skier,,,"Hand over 50,000 EUR","+1,000 EXP | Skier Rep +0.01",Hobby Club,Fair Price - Part 2
Fair Price - Part 2,Woods,Skier,,,Complete the task Hobby Club ( Optional ) Locate the stash spot ( Optional ) Locate and obtain the AK-50 handguard at the old sawmill on Woods,"+3,000 EXP",Fair Price - Part 1,
Fishing Gear,Shoreline,Peacekeeper,,Must be level 10 to start this quest.,Locate the boat hidden next to the breakwater on Shoreline | Stash the SV-98 sniper rifle in the boat | Stash the multitool in the boat,"+4,800 EXP | Peacekeeper Rep +0.02 | 700 Dollars 735 Dollars with Intelligence Center Level 1 805 Dollars with Intelligence Center Level 2 | 1× UNTAR helmet | Unlocks purchase of SIG Sauer ROMEO4 reflex sight at Peacekeeper LL2 | Unlocks purchase of Colt M16A1 5.56x45 assault rifle at Peacekeeper LL2 | Unlocks barter for Springfield Armory M1A 7.62x51 rifle at Peacekeeper LL2",Friend From the West - Part 2,Tigr Safari | Samples
Tigr Safari,Customs,Peacekeeper,,Must be level 10 to start this quest.,Mark the first Tigr vehicle with an MS2000 Marker on Customs | Mark the second Tigr vehicle with an MS2000 Marker on Customs | Mark the third Tigr vehicle with an MS2000 Marker on Customs,"+5,900 EXP | Peacekeeper Rep +0.03 | 900 Dollars 945 Dollars with Intelligence Center Level 1 1,035 Dollars with Intelligence Center Level 2 | 1× Direct Action Thunderbolt compact chest rig (Shadow Grey) | 2× M67 hand grenade | Unlocks purchase of B&T MP9 9x19 submachine gun at Peacekeeper LL1 | Unlocks purchase of 5.56x45mm FMJ at Peacekeeper LL2",Fishing Gear,Scrap Metal
Scrap Metal,Shoreline,Peacekeeper,,Must be level 10 to start this quest.,Mark the first T-90 tank with an MS2000 Marker on Shoreline | Mark the second T-90 tank with an MS2000 Marker on Shoreline | Mark the third T-90 tank with an MS2000 Marker on Shoreline | Survive and extract from the location,"+5,900 EXP | Peacekeeper Rep +0.03 | 900 Dollars 945 Dollars with Intelligence Center Level 1 1035 Dollars with Intelligence Center Level 2 | 1× HK MP5 9x19 submachine gun (Navy 3 Round Burst) | 3× 9x19mm Pst gzh ammo pack (50 pcs) | Unlocks purchase of HK MP5 9x19 submachine gun (Navy 3 Round Burst) (variant SD) at Peacekeeper LL2 | Unlocks purchase of 5.7x28mm SS197SR at Peacekeeper LL2",Tigr Safari,Eagle Eye
Eagle Eye,Shoreline,Peacekeeper,,Must be level 11 to start this quest.,Locate the first UAV crash site on Shoreline | Obtain the SAS disk from the first crashed drone | Hand over the first SAS disk to Peacekeeper | Locate the second UAV crash site on Shoreline | Obtain the SAS disk from the second crashed drone | Hand over the second SAS disk to Peacekeeper,"+6,600 EXP | Peacekeeper Rep +0.03 | 900 Dollars 945 Dollars with Intelligence Center Level 1 1,035 Dollars with Intelligence Center Level 2 | 1× ELCAN SpecterDR 1x/4x scope (FDE) | 1× Leupold Mark 4 HAMR 4x24 DeltaPoint hybrid assault scope | Unlocks purchase of SIG MPX 9x19 submachine gun at Peacekeeper LL2",Scrap Metal,Humanitarian Supplies
Humanitarian Supplies,Shoreline,Peacekeeper,,Must be level 11 to start this quest.,Locate and mark the first truck with an MS2000 Marker ( Optional ) Locate the first truck that was holding the lost UN cargo on Shoreline | Locate and mark the second truck with an MS2000 Marker ( Optional ) Locate the second truck that was holding the lost UN cargo on Shoreline | Obtain 5 MRE ration packs | Hand over 5 MRE ration packs to Peacekeeper | Survive and extract from the location | Eliminate 10 Scavs while wearing a UN uniform ( MF-UNTAR body armor and UN helmet ) on Shoreline,"+11,500 EXP | Peacekeeper Rep +0.03 | 800 Dollars 840 Dollars with Intelligence Center Level 1 920 Dollars with Intelligence Center Level 2 | 2× Weapon parts | Unlocks purchase of 5.56x45mm Warmageddon at Peacekeeper LL2 | Unlocks purchase of AK-74 Hexagon 5.45x39 sound suppressor at Skier LL2",Eagle Eye,The Cult - Part 1 | Spa Tour - Part 1 | Revision - Reserve | Seizing the Initiative
The Cult - Part 1,Shoreline,Peacekeeper,,Must be level 12 to start this quest.,Locate the missing informant on Shoreline | Survive and extract from the location,"+6,200 EXP | Peacekeeper Rep +0.02 | 700 Dollars 735 Dollars with Intelligence Center Level 1 805 Dollars with Intelligence Center Level 2 | 3× Golden neck chain",Humanitarian Supplies,The Cult - Part 2
The Cult - Part 2,"Shoreline , Customs , Woods",Peacekeeper,,Must be level 12 to start this quest.,Locate and mark the first ritual spot with an MS2000 Marker on Woods | Locate and mark the ritual spot with an MS2000 Marker on Customs | Locate and mark the second ritual spot with an MS2000 Marker on Woods | Locate and mark the the ritual spot with an MS2000 Marker on Shoreline,"+7,500 EXP | Peacekeeper Rep +0.03 | 850 Dollars 893 Dollars with Intelligence Center Level 1 978 Dollars with Intelligence Center Level 2 | 1× Knight's Armament Company SR-25 7.62x51 marksman rifle",The Cult - Part 1,
Spa Tour - Part 1,Shoreline,Peacekeeper,,Must be level 12 to start this quest.,Eliminate 7 Scavs with headshots while using a 12ga shotgun on Shoreline,"+7,400 EXP | Peacekeeper Rep +0.03 | 950 Dollars 998 Dollars with Intelligence Center Level 1 1,093 Dollars with Intelligence Center Level 2 | 1× SIG MPX 9x19 submachine gun (variant Silenced) | 3× MPX 9x19 30-round magazine | 5× 9x19mm RIP ammo pack (20 pcs) | 1× Health Resort west wing room 306 key",Humanitarian Supplies,Spa Tour - Part 2 | Overpopulation
Spa Tour - Part 2,Shoreline,Peacekeeper,,Must be level 12 to start this quest.,Mark the helicopter at the Health Resort with an MS2000 Marker on Shoreline | Mark the safe road to the helicopter with an MS2000 Marker on Shoreline | Survive and extract from the location,"+6,300 EXP | Peacekeeper Rep +0.02 | 900 Dollars 945 Dollars with Intelligence Center Level 1 1,035 Dollars with Intelligence Center Level 2 | 1× Physical Bitcoin | Unlocks purchase of M67 hand grenade at Peacekeeper LL3",Spa Tour - Part 1,Spa Tour - Part 3
Spa Tour - Part 3,,Peacekeeper,,Must be level 12 to start this quest.,Find 1 WD-40 (100ml) or WD-40 (400ml) in raid | Hand over 1 WD-40 (100ml) or WD-40 (400ml) to Peacekeeper | Find 2 Clin window cleaners in raid | Hand over 2 Clin window cleaners to Peacekeeper | Find 2 Corrugated hoses in raid | Hand over 2 Corrugated hoses to Peacekeeper | Find 2 Ox bleachs in raid | Hand over 2 Ox bleachs to Peacekeeper,"+7,600 EXP | Peacekeeper Rep +0.03 | 800 Dollars 840 Dollars with Intelligence Center Level 1 920 Dollars with Intelligence Center Level 2 | 1× TDI KRISS Vector Gen.2 9x19 submachine gun | 5× M67 hand grenade | 4× Glock 9x19 ""Big Stick"" 33-round magazine | 2× Toolset",Spa Tour - Part 2,Spa Tour - Part 4 | Counteraction
Spa Tour - Part 4,Shoreline,Peacekeeper,,Must be level 12 to start this quest.,Locate the generators in the east wing of the Health Resort on Shoreline | Locate the generators in the west wing of the Health Resort on Shoreline | Survive and extract from the location,"+7,700 EXP | Peacekeeper Rep +0.03 | 1,100 Dollars 1,155 Dollars with Intelligence Center Level 1 1,265 Dollars with Intelligence Center Level 2 | 1× Car Battery",Spa Tour - Part 3,Spa Tour - Part 5
Spa Tour - Part 5,Shoreline,Peacekeeper,,Must be level 12 to start this quest.,Obtain the key to the closed premises of the Sanatorium on Shoreline | Hand over the key to Peacekeeper,"+6,500 EXP | Peacekeeper Rep +0.02 | 980 Dollars 1,029 Dollars with Intelligence Center Level 1 1,127 Dollars with Intelligence Center Level 2 | 1× RB-AO key",Spa Tour - Part 4,Spa Tour - Part 6
Spa Tour - Part 6,,Peacekeeper,,Must be level 12 to start this quest.,"Hand over 8,000 USD to Peacekeeper","+9,500 EXP | Peacekeeper Rep +0.04",Spa Tour - Part 5,Spa Tour - Part 7
Spa Tour - Part 7,,Peacekeeper,,Must be level 12 to start this quest.,Find 4 Morphine injectors in raid | Hand over 4 Morphine injectors to Peacekeeper | Find 2 Alkaline cleaners for heat exchangers in raid | Hand over 2 Alkaline cleaners for heat exchangers to Peacekeeper | Find 2 Corrugated hoses in raid | Hand over 2 Corrugated hoses to Peacekeeper | Find 2 5L propane tanks in raid | Hand over 2 5L propane tanks to Peacekeeper,"+9,700 EXP | Peacekeeper Rep +0.04 | Jaeger Rep -0.01 | 1× RB-ST key | Unlocks purchase of Crye Precision AirFrame helmet (Tan) at Peacekeeper LL4",Spa Tour - Part 6,Wet Job - Part 1 | Cargo X - Part 1 | Green Corridor | Road Closed
Cargo X - Part 1,Shoreline,Peacekeeper,,Must be level 12 to start this quest.,Obtain the data in the computer room in the east wing of the Health Resort on Shoreline | Hand over the retrieved data to Peacekeeper,"+8,200 EXP | Peacekeeper Rep +0.03 | 700 Dollars 735 Dollars with Intelligence Center Level 1 805 Dollars with Intelligence Center Level 2 | 2× Colt M45A1 .45 ACP pistol | 6× M1911A1 .45 ACP Wilson Combat 7-round magazine | 1× Pistol case",Spa Tour - Part 7,Cargo X - Part 2
